ID,TOPSIS_Score,TOPSIS_Rank,ML_Score,Final_Score,Final_Rank,Classe_predite,Moyenne,Alternance,Licence_EDN,Diplome_norm,Niveau_Math
36,0.7028955724721261,169,0.013786,0.427252,205,Non_classe,12.27,0.0,0.0,5.0,1.0
158,0.7027706702489891,170,0.013786,0.427177,206,Non_classe,12.25,0.0,0.0,5.0,1.0
494,0.7024887318759582,171,0.013786,0.427007,207,Non_classe,12.205,0.0,0.0,5.0,1.0
377,0.702016056475776,172,0.013786,0.426724,208,Non_classe,12.13,0.0,0.0,5.0,1.0
599,0.7019527721974982,173,0.013786,0.426686,209,Non_classe,12.12,0.0,0.0,5.0,1.0
453,0.701495325796413,174,0.013786,0.426411,212,Non_classe,12.048,0.0,0.0,5.0,1.0
696,0.7011886159920455,175,0.014836,0.426648,210,Non_classe,12.0,0.0,0.0,5.0,1.0
192,0.7011886159920455,175,0.014836,0.426648,210,Non_classe,12.0,0.0,0.0,5.0,1.0
26,0.7010604106940639,177,0.018927,0.428207,198,Non_classe,11.98,0.0,0.0,5.0,1.0
155,0.7008676530526884,178,0.018927,0.428091,199,Non_classe,11.95,0.0,0.0,5.0,1.0
170,0.7007388491222796,179,0.018927,0.428014,200,Non_classe,11.93,0.0,0.0,5.0,1.0
250,0.7005128692338902,180,0.018927,0.427878,201,Non_classe,11.895,0.0,0.0,5.0,1.0
621,0.7003380454874689,181,0.018927,0.427774,202,Non_classe,11.868,0.0,0.0,5.0,1.0
251,0.7000912682163698,182,0.018927,0.427625,203,Non_classe,11.83,0.0,0.0,5.0,1.0
81,0.6994378127799183,183,0.012993,0.42486,214,Non_classe,11.73,0.0,0.0,5.0,1.0
68,0.6993721473489181,184,0.012993,0.42482,215,Non_classe,11.72,0.0,0.0,5.0,1.0
529,0.6993064240917228,185,0.012993,0.424781,216,Non_classe,11.71,0.0,0.0,5.0,1.0
331,0.6990429544817968,186,0.012993,0.424623,217,Non_classe,11.67,0.0,0.0,5.0,1.0
391,0.698734412781916,187,0.012993,0.424438,218,Non_classe,11.623333333333331,0.0,0.0,5.0,1.0
718,0.6985796758002292,188,0.012993,0.424345,219,Non_classe,11.6,0.0,0.0,5.0,1.0
432,0.6985796758002292,188,0.012993,0.424345,219,Non_classe,11.6,0.0,0.0,5.0,1.0
694,0.6985378660347368,190,0.046477,0.437714,182,Bon,13.84,2.0,0.0,4.0,3.0
747,0.6985066210161158,191,0.012993,0.424301,221,Non_classe,11.589,0.0,0.0,5.0,1.0
483,0.6982803819014033,192,0.012993,0.424165,222,Non_classe,11.555,0.0,0.0,5.0,1.0
697,0.6982270542382961,193,0.012993,0.424133,223,Non_classe,11.547,0.0,0.0,5.0,1.0
683,0.6981803629402125,194,0.012993,0.424105,224,Non_classe,11.54,0.0,0.0,5.0,1.0
484,0.6980468073073871,195,0.012993,0.424025,225,Non_classe,11.52,0.0,0.0,5.0,1.0
612,0.6977119373574362,196,0.012993,0.423824,226,Non_classe,11.47,0.0,0.0,5.0,1.0
677,0.6976447959008507,197,0.012993,0.423784,227,Non_classe,11.46,0.0,0.0,5.0,1.0
571,0.6973150003413878,198,0.012993,0.423586,228,Non_classe,11.411,0.0,0.0,5.0,1.0
709,0.697207024447363,199,0.012993,0.423521,229,Non_classe,11.395,0.0,0.0,5.0,1.0
439,0.697173253054187,200,0.007672,0.421373,231,Non_classe,11.39,0.0,0.0,5.0,1.0
204,0.6966990140744217,201,0.007672,0.421088,233,Non_classe,11.32,0.0,0.0,5.0,1.0
665,0.6964268212117497,202,0.007672,0.420925,234,Non_classe,11.28,0.0,0.0,5.0,1.0
387,0.6962903999785062,203,0.007672,0.420843,235,Non_classe,11.26,0.0,0.0,5.0,1.0
51,0.6962016105111216,204,0.007672,0.42079,236,Non_classe,11.247,0.0,0.0,5.0,1.0
398,0.6960648338874516,205,0.007672,0.420708,237,Non_classe,11.227,0.0,0.0,5.0,1.0
384,0.6960169113649919,206,0.007672,0.420679,238,Non_classe,11.22,0.0,0.0,5.0,1.0
364,0.6957425658396443,207,0.007672,0.420514,239,Non_classe,11.18,0.0,0.0,5.0,1.0
812,0.6957082126737042,208,0.007672,0.420494,240,Non_classe,11.175,0.0,0.0,5.0,1.0
463,0.6955293621940838,209,0.003581,0.41875,243,Non_classe,11.149,0.0,0.0,5.0,1.0
628,0.6954277397397348,210,0.003581,0.418689,244,Non_classe,11.134250000000002,0.0,0.0,5.0,1.0
351,0.6953639517644162,211,0.003581,0.418651,245,Non_classe,11.125,0.0,0.0,5.0,1.0
754,0.6953294529876027,212,0.003581,0.41863,246,Non_classe,11.12,0.0,0.0,5.0,1.0
339,0.695328369841586,213,0.16256,0.482221,81,Non_classe,13.99,0.0,0.0,5.0,0.0
165,0.6950529894918601,214,0.003581,0.418464,247,Non_classe,11.08,0.0,0.0,5.0,1.0
470,0.6947340215361916,215,0.003581,0.418273,248,Non_classe,11.034,0.0,0.0,5.0,1.0
356,0.6945949965248189,216,0.003581,0.418189,249,Non_classe,11.014,0.0,0.0,5.0,1.0
9,0.6944975557786404,217,0.003581,0.418131,251,Non_classe,11.0,0.0,0.0,5.0,1.0
256,0.6944975557786404,217,0.003581,0.418131,251,Non_classe,11.0,0.0,0.0,5.0,1.0
581,0.6944975557786404,217,0.003581,0.418131,251,Non_classe,11.0,0.0,0.0,5.0,1.0
547,0.6944975557786404,217,0.003581,0.418131,251,Non_classe,11.0,0.0,0.0,5.0,1.0
375,0.6944975557786404,217,0.003581,0.418131,251,Non_classe,11.0,0.0,0.0,5.0,1.0
361,0.6944975557786404,217,0.003581,0.418131,251,Non_classe,11.0,0.0,0.0,5.0,1.0
390,0.6944975557786404,217,0.003581,0.418131,251,Non_classe,11.0,0.0,0.0,5.0,1.0
656,0.6944975557786404,217,0.003581,0.418131,251,Non_classe,11.0,0.0,0.0,5.0,1.0
198,0.6944975557786404,217,0.003581,0.418131,251,Non_classe,11.0,0.0,0.0,5.0,1.0
740,0.6944975557786404,217,0.003581,0.418131,251,Non_classe,11.0,0.0,0.0,5.0,1.0
609,0.6942185967460954,227,0.00215,0.417391,261,Non_classe,10.96,0.0,0.0,5.0,1.0
180,0.6942185967460954,227,0.00215,0.417391,261,Non_classe,10.96,0.0,0.0,5.0,1.0
464,0.694085803379399,229,0.00215,0.417312,263,Non_classe,10.941,0.0,0.0,5.0,1.0
544,0.6930946103635316,230,0.00215,0.416717,264,Non_classe,10.8,0.0,0.0,5.0,1.0
271,0.6925278058400657,231,0.00215,0.416377,265,Non_classe,10.72,0.0,0.0,5.0,1.0
471,0.6924282901849523,232,0.00215,0.416317,266,Non_classe,10.706,0.0,0.0,5.0,1.0
811,0.6922907057945028,233,0.00215,0.416234,267,Non_classe,10.686666666666667,0.0,0.0,5.0,1.0
531,0.6922669658634577,234,0.00215,0.41622,268,Non_classe,10.683333333333332,0.0,0.0,5.0,1.0
615,0.6921184684446524,235,0.00215,0.416131,269,Non_classe,10.6625,0.0,0.0,5.0,1.0
399,0.6919649976365045,236,0.00215,0.416039,270,Non_classe,10.641,0.0,0.0,5.0,1.0
632,0.691671711991237,237,0.00215,0.415863,271,Non_classe,10.6,0.0,0.0,5.0,1.0
5,0.6916502202364043,238,0.00215,0.41585,272,Non_classe,10.597,0.0,0.0,5.0,1.0
190,0.6912410573264257,239,0.00215,0.415605,273,Non_classe,10.54,0.0,0.0,5.0,1.0
19,0.6912410573264257,239,0.00215,0.415605,273,Non_classe,10.54,0.0,0.0,5.0,1.0
210,0.6910250864422868,241,0.00215,0.415475,275,Non_classe,10.51,0.0,0.0,5.0,1.0
749,0.6909530013987784,242,0.00215,0.415432,276,Non_classe,10.5,0.0,0.0,5.0,1.0
678,0.6909530013987784,242,0.00215,0.415432,276,Non_classe,10.5,0.0,0.0,5.0,1.0
239,0.6907364632663856,244,0.00215,0.415302,278,Non_classe,10.47,0.0,0.0,5.0,1.0
584,0.690567752403819,245,0.00215,0.415201,280,Non_classe,10.446666666666667,0.0,0.0,5.0,1.0
476,0.6905273228284324,246,0.057664,0.437382,183,Bon,14.035,1.0,0.0,4.0,3.0
115,0.6904615752224829,247,0.00215,0.415137,281,Non_classe,10.432,0.0,0.0,5.0,1.0
633,0.6903818765073988,248,0.00215,0.415089,282,Non_classe,10.421,0.0,0.0,5.0,1.0
64,0.6902902821194109,249,0.081816,0.446901,155,Non_classe,13.0,0.0,0.0,5.0,0.0
147,0.6902295681962316,250,0.00215,0.414998,283,Non_classe,10.4,0.0,0.0,5.0,1.0
561,0.690156968557077,251,0.00215,0.414954,284,Non_classe,10.39,0.0,0.0,5.0,1.0
8,0.6900843226706757,252,0.00215,0.414911,285,Non_classe,10.38,0.0,0.0,5.0,1.0
93,0.6897932784347984,253,0.00215,0.414736,286,Non_classe,10.34,0.0,0.0,5.0,1.0
142,0.6896788114312086,254,0.057664,0.436873,184,Bon,13.9,1.0,0.0,4.0,3.0
112,0.6896328913733342,255,0.00215,0.41464,287,Non_classe,10.318,0.0,0.0,5.0,1.0
363,0.6895015013734741,256,0.00215,0.414561,288,Non_classe,10.3,0.0,0.0,5.0,1.0
114,0.6894747988850095,257,0.045446,0.431863,193,Non_classe,12.85,0.0,0.0,5.0,0.0
327,0.6891211050070732,258,0.00215,0.414333,289,Non_classe,10.248,0.0,0.0,5.0,1.0
780,0.6890869072108354,259,0.00215,0.414312,290,Non_classe,10.243333333333332,0.0,0.0,5.0,1.0
794,0.6889791761556718,260,0.062096,0.438226,181,Non_classe,12.76,0.0,0.0,5.0,0.0
699,0.6887688900758964,261,0.00215,0.414121,291,Non_classe,10.2,0.0,0.0,5.0,1.0
522,0.6887688900758964,261,0.00215,0.414121,291,Non_classe,10.2,0.0,0.0,5.0,1.0
41,0.6887321418193638,263,0.00215,0.414099,293,Non_classe,10.195,0.0,0.0,5.0,1.0
804,0.6884745930966204,264,0.00215,0.413945,294,Non_classe,10.16,0.0,0.0,5.0,1.0
45,0.6884745930966204,264,0.00215,0.413945,294,Non_classe,10.16,0.0,0.0,5.0,1.0
743,0.6883050517755298,266,0.00215,0.413843,296,Non_classe,10.137,0.0,0.0,5.0,1.0
241,0.688179589000953,267,0.00215,0.413768,297,Non_classe,10.12,0.0,0.0,5.0,1.0
299,0.688179589000953,267,0.00215,0.413768,297,Non_classe,10.12,0.0,0.0,5.0,1.0
44,0.6877357695264629,269,0.00215,0.413501,299,Non_classe,10.06,0.0,0.0,5.0,1.0
283,0.6872903912203774,270,0.00215,0.413234,300,Non_classe,10.0,0.0,0.0,5.0,1.0
425,0.6872903912203774,270,0.00215,0.413234,300,Non_classe,10.0,0.0,0.0,5.0,1.0
252,0.6872903912203774,270,0.00215,0.413234,300,Non_classe,10.0,0.0,0.0,5.0,1.0
692,0.6872903912203774,270,0.00215,0.413234,300,Non_classe,10.0,0.0,0.0,5.0,1.0
803,0.6872903912203774,270,0.00215,0.413234,300,Non_classe,10.0,0.0,0.0,5.0,1.0
646,0.6871664009824706,275,0.00215,0.41316,305,Non_classe,9.983333333333333,0.0,0.0,5.0,1.0
201,0.6871167717189328,276,0.00215,0.41313,306,Non_classe,9.976666666666668,0.0,0.0,5.0,1.0
450,0.6863201492748207,277,0.00215,0.412652,309,Non_classe,9.87,0.0,0.0,5.0,1.0
52,0.686190790171667,278,0.100054,0.451736,145,Bon,12.1,2.0,0.0,4.0,3.0
622,0.6857195702625589,279,0.00215,0.412292,310,Non_classe,9.79,0.0,0.0,5.0,1.0
258,0.6857195702625589,279,0.00215,0.412292,310,Non_classe,9.79,0.0,0.0,5.0,1.0
31,0.6849122134542014,281,0.00215,0.411807,312,Non_classe,9.683,0.0,0.0,5.0,1.0
652,0.6848138097420343,282,0.00215,0.411748,313,Non_classe,9.67,0.0,0.0,5.0,1.0
113,0.6841102251973826,283,0.08676,0.44517,164,Bon,13.066,1.0,0.0,4.0,3.0
437,0.6836464209522257,284,0.08676,0.444892,166,Bon,13.0,1.0,0.0,4.0,3.0
98,0.6833447730911136,285,0.114029,0.455618,133,Bon,16.0,0.0,0.0,4.0,3.0
49,0.6831509411920653,286,0.08676,0.444595,167,Bon,12.93,1.0,0.0,4.0,3.0
385,0.681754068991219,287,0.00215,0.409912,314,Non_classe,9.27,0.0,0.0,5.0,1.0
313,0.6811323756383285,288,0.023775,0.418189,249,Non_classe,11.43,0.0,0.0,5.0,0.0
253,0.681032994442698,289,0.104055,0.450242,149,Bon,15.5,0.0,0.0,4.0,3.0
127,0.680773987007474,290,0.065328,0.434596,191,Bon,12.601,1.0,0.0,4.0,3.0
15,0.6796556090492601,291,0.00215,0.408653,325,Non_classe,9.0,0.0,0.0,5.0,1.0
108,0.6786827934245117,292,0.052601,0.42825,197,Bon,12.32,1.0,0.0,4.0,3.0
332,0.6785196326862335,293,0.104055,0.448734,150,Bon,15.0,0.0,0.0,4.0,3.0
545,0.6784015820953055,294,0.014363,0.412786,307,Non_classe,11.0,0.0,0.0,5.0,0.0
728,0.6784015820953055,294,0.014363,0.412786,307,Non_classe,11.0,0.0,0.0,5.0,0.0
766,0.6775127478023482,296,0.104055,0.44813,151,Bon,14.81,0.0,0.0,4.0,3.0
640,0.6764224365705782,297,0.00215,0.406713,327,Non_classe,8.59,0.0,0.0,5.0,1.0
760,0.6754502791080381,298,0.00215,0.40613,328,Non_classe,8.468,0.0,0.0,5.0,1.0
146,0.6753585447797502,299,0.104055,0.446837,156,Bon,14.42,0.0,0.0,4.0,3.0
128,0.6750739832558921,300,0.104055,0.446666,158,Bon,14.37,0.0,0.0,4.0,3.0
554,0.6747875397225905,301,0.104055,0.446495,159,Bon,14.32,0.0,0.0,4.0,3.0
116,0.6733718299208046,302,0.104055,0.445645,162,Bon,14.0775,0.0,0.0,4.0,3.0
672,0.6729102290659627,303,0.097454,0.442728,177,Bon,14.0,0.0,0.0,4.0,3.0
434,0.6729102290659627,303,0.097454,0.442728,177,Bon,14.0,0.0,0.0,4.0,3.0
379,0.6720527321721808,305,0.00215,0.404092,332,Non_classe,8.045714285714284,0.0,0.0,5.0,1.0
383,0.6717556465686261,306,0.046285,0.421567,230,Bon,11.435,1.0,0.0,4.0,3.0
479,0.671514612924973,307,0.082105,0.435751,185,Bon,13.77,0.0,0.0,4.0,3.0
325,0.6713914557738188,308,0.082105,0.435677,186,Bon,13.75,0.0,0.0,4.0,3.0
121,0.6711135084457966,309,0.00215,0.403528,336,Non_classe,7.93,0.0,0.0,5.0,1.0
32,0.6709697769859445,310,0.046285,0.421096,232,Bon,11.338333333333331,1.0,0.0,4.0,3.0
499,0.670646537396128,311,0.082105,0.43523,187,Bon,13.63,0.0,0.0,4.0,3.0
438,0.670646537396128,311,0.082105,0.43523,187,Bon,13.63,0.0,0.0,4.0,3.0
421,0.6698280842726241,313,0.082105,0.434739,189,Bon,13.5,0.0,0.0,4.0,3.0
13,0.6697836785064414,314,0.082105,0.434712,190,Bon,13.493,0.0,0.0,4.0,3.0
92,0.669670977373388,315,0.046285,0.420317,241,Bon,11.18,1.0,0.0,4.0,3.0
745,0.6693185630961883,316,0.082105,0.434433,192,Bon,13.42,0.0,0.0,4.0,3.0
191,0.6681774423883853,317,0.045637,0.419161,242,Bon,11.0,1.0,0.0,4.0,3.0
107,0.6665719721693221,318,0.023706,0.409426,315,Bon,13.0,0.0,0.0,4.0,3.0
176,0.6665719721693221,318,0.023706,0.409426,315,Bon,13.0,0.0,0.0,4.0,3.0
744,0.6665719721693221,318,0.023706,0.409426,315,Bon,13.0,0.0,0.0,4.0,3.0
374,0.6665051385463863,321,0.023706,0.409386,318,Bon,12.99,0.0,0.0,4.0,3.0
34,0.6664382391439042,322,0.023706,0.409346,319,Bon,12.98,0.0,0.0,4.0,3.0
768,0.6659681081184516,323,0.023706,0.409063,320,Bon,12.91,0.0,0.0,4.0,3.0
35,0.6657724028077977,324,0.023706,0.408946,323,Bon,12.881,0.0,0.0,4.0,3.0
710,0.6655151352913953,325,0.024297,0.409028,321,Bon,12.843,0.0,0.0,4.0,3.0
230,0.665290961683011,326,0.024297,0.408893,324,Bon,12.81,0.0,0.0,4.0,3.0
577,0.6646365697587061,327,0.0,0.398782,355,Moyen,13.45,1.0,0.0,4.0,1.0
582,0.664607380751132,328,0.024424,0.408534,326,Bon,12.71,0.0,0.0,4.0,3.0
362,0.6645386718803796,329,0.041224,0.415213,279,Bon,12.7,0.0,0.0,4.0,3.0
216,0.664263202707386,330,0.016682,0.405231,329,Bon,12.66,0.0,0.0,4.0,3.0
557,0.6625658664122074,331,0.016682,0.404212,330,Bon,12.416666666666666,0.0,0.0,4.0,3.0
466,0.6624482731838235,332,0.016682,0.404142,331,Bon,12.4,0.0,0.0,4.0,3.0
134,0.6620944793598612,333,0.016682,0.40393,333,Bon,12.35,0.0,0.0,4.0,3.0
33,0.6620590165914777,334,0.016682,0.403908,334,Bon,12.345,0.0,0.0,4.0,3.0
84,0.6617462935312046,335,0.016682,0.403721,335,Bon,12.301,0.0,0.0,4.0,3.0
159,0.6602064522365074,336,0.016682,0.402797,338,Bon,12.086666666666668,0.0,0.0,4.0,3.0
140,0.6595761669787381,337,0.016046,0.402164,341,Bon,12.0,0.0,0.0,4.0,3.0
451,0.6595761669787381,337,0.016046,0.402164,341,Bon,12.0,0.0,0.0,4.0,3.0
86,0.6595761669787381,337,0.016046,0.402164,341,Bon,12.0,0.0,0.0,4.0,3.0
695,0.6595761669787381,337,0.016046,0.402164,341,Bon,12.0,0.0,0.0,4.0,3.0
574,0.6595761669787381,337,0.016046,0.402164,341,Bon,12.0,0.0,0.0,4.0,3.0
317,0.6595761669787381,337,0.016046,0.402164,341,Bon,12.0,0.0,0.0,4.0,3.0
468,0.6595761669787381,337,0.016046,0.402164,341,Bon,12.0,0.0,0.0,4.0,3.0
564,0.6594301015208438,344,0.016046,0.402077,348,Bon,11.98,0.0,0.0,4.0,3.0
620,0.6591801512670776,345,0.001734,0.396202,359,Moyen,12.657,1.0,0.0,4.0,1.0
125,0.6588435555206269,346,0.016046,0.401725,349,Bon,11.9,0.0,0.0,4.0,3.0
497,0.6576596486692557,347,0.012665,0.399662,353,Bon,11.74,0.0,0.0,4.0,3.0
637,0.6574360839444383,348,0.012665,0.399528,354,Bon,11.71,0.0,0.0,4.0,3.0
726,0.6554781094129868,349,0.00973,0.397179,356,Bon,11.45,0.0,0.0,4.0,3.0
575,0.6547996510836461,350,0.00973,0.396772,357,Bon,11.361,0.0,0.0,4.0,3.0
649,0.6541017187533126,351,0.00973,0.396353,358,Bon,11.27,0.0,0.0,4.0,3.0
552,0.6534588966416488,352,0.00973,0.395968,360,Bon,11.186666666666667,0.0,0.0,4.0,3.0
371,0.6534073201801596,353,0.00973,0.395937,361,Bon,11.18,0.0,0.0,4.0,3.0
781,0.6530531444263937,354,0.025967,0.402219,340,Moyen,14.15,0.0,0.0,4.0,1.0
329,0.652592082121075,355,0.00973,0.395447,362,Bon,11.075,0.0,0.0,4.0,3.0
440,0.6521596742205212,356,0.025967,0.401683,350,Moyen,14.0,0.0,0.0,4.0,1.0
217,0.6520064598955629,357,0.009083,0.394837,363,Bon,11.0,0.0,0.0,4.0,3.0
145,0.6520064598955629,357,0.009083,0.394837,363,Bon,11.0,0.0,0.0,4.0,3.0
630,0.6520064598955629,357,0.009083,0.394837,363,Bon,11.0,0.0,0.0,4.0,3.0
423,0.6520064598955629,357,0.009083,0.394837,363,Bon,11.0,0.0,0.0,4.0,3.0
560,0.6520064598955629,357,0.009083,0.394837,363,Bon,11.0,0.0,0.0,4.0,3.0
395,0.6510068779374424,362,0.025967,0.400991,351,Moyen,13.81,0.0,0.0,4.0,1.0
662,0.6504712491544608,363,0.002924,0.391452,371,Non_classe,10.805,0.0,0.0,4.0,3.0
55,0.6497057957723357,364,0.025967,0.40021,352,Moyen,13.6,0.0,0.0,4.0,1.0
411,0.6458376539157411,365,0.017022,0.394312,368,Moyen,13.0,0.0,0.0,4.0,1.0
756,0.6456385588324528,366,0.017022,0.394192,369,Moyen,12.97,0.0,0.0,4.0,1.0
520,0.6442978551496021,367,0.011024,0.390988,372,Non_classe,12.77,0.0,0.0,4.0,1.0
24,0.6442025802751923,368,0.00228,0.387433,382,Non_classe,10.03,0.0,0.0,4.0,3.0
572,0.6435506712231311,369,0.002433,0.387104,383,Non_classe,12.66,0.0,0.0,4.0,1.0
10,0.6397855220962854,370,0.00374,0.385367,393,Non_classe,12.12,0.0,0.0,4.0,1.0
7,0.6393575327796078,371,0.00374,0.385111,394,Non_classe,12.06,0.0,0.0,4.0,1.0
168,0.6389276774288827,372,0.00374,0.384853,395,Non_classe,12.0,0.0,0.0,4.0,1.0
610,0.6389276774288827,372,0.00374,0.384853,395,Non_classe,12.0,0.0,0.0,4.0,1.0
509,0.6371899412257075,374,0.011515,0.38692,384,Non_classe,11.76,0.0,0.0,4.0,1.0
492,0.6367510157440841,375,0.011515,0.386657,387,Non_classe,11.7,0.0,0.0,4.0,1.0
412,0.6359417573042274,376,0.011515,0.386171,388,Non_classe,11.59,0.0,0.0,4.0,1.0
813,0.6358087771043015,377,0.011515,0.386091,389,Non_classe,11.572,0.0,0.0,4.0,1.0
690,0.6356460351744109,378,0.011515,0.385994,391,Non_classe,11.55,0.0,0.0,4.0,1.0
189,0.6347543122627795,379,0.007831,0.383985,401,Non_classe,11.43,0.0,0.0,4.0,1.0
47,0.6340811006040741,380,0.007831,0.383581,402,Non_classe,11.34,0.0,0.0,4.0,1.0
664,0.633705482790714,381,0.007831,0.383356,403,Non_classe,11.29,0.0,0.0,4.0,1.0
171,0.6315048024954291,382,0.002433,0.379876,407,Non_classe,11.0,0.0,0.0,4.0,1.0
742,0.6315048024954291,382,0.002433,0.379876,407,Non_classe,11.0,0.0,0.0,4.0,1.0
810,0.6315048024954291,382,0.002433,0.379876,407,Non_classe,11.0,0.0,0.0,4.0,1.0
333,0.6315048024954291,382,0.002433,0.379876,407,Non_classe,11.0,0.0,0.0,4.0,1.0
802,0.6315048024954291,382,0.002433,0.379876,407,Non_classe,11.0,0.0,0.0,4.0,1.0
805,0.6315048024954291,382,0.002433,0.379876,407,Non_classe,11.0,0.0,0.0,4.0,1.0
297,0.6315048024954291,382,0.002433,0.379876,407,Non_classe,11.0,0.0,0.0,4.0,1.0
549,0.6315048024954291,382,0.002433,0.379876,407,Non_classe,11.0,0.0,0.0,4.0,1.0
594,0.6315048024954291,382,0.002433,0.379876,407,Non_classe,11.0,0.0,0.0,4.0,1.0
74,0.6315048024954291,382,0.002433,0.379876,407,Non_classe,11.0,0.0,0.0,4.0,1.0
367,0.6313516737820735,392,0.0,0.378811,417,Non_classe,10.98,0.0,0.0,4.0,1.0
14,0.6302209631428451,393,0.0,0.378133,420,Non_classe,10.833,0.0,0.0,4.0,1.0
623,0.6301977929336973,394,0.0,0.378119,421,Non_classe,10.83,0.0,0.0,4.0,1.0
797,0.6283452964866902,395,0.0,0.377007,430,Non_classe,10.591666666666669,0.0,0.0,4.0,1.0
568,0.6263384645412785,396,0.0,0.375803,436,Non_classe,10.336666666666668,0.0,0.0,4.0,1.0
316,0.6236521050933279,397,0.0,0.374191,440,Non_classe,10.0,0.0,0.0,4.0,1.0
268,0.6236521050933279,397,0.0,0.374191,440,Non_classe,10.0,0.0,0.0,4.0,1.0
569,0.6236521050933279,397,0.0,0.374191,440,Non_classe,10.0,0.0,0.0,4.0,1.0
344,0.6231482498866723,400,0.017889,0.381045,406,Non_classe,12.0,0.0,0.0,4.0,0.0
224,0.6077738261520813,401,0.055166,0.386731,386,Bon,15.98,2.0,0.0,3.0,3.0
540,0.6042386968904142,402,0.055166,0.38461,398,Bon,15.38,2.0,0.0,3.0,3.0
235,0.5977542368264223,403,0.076326,0.389183,379,Bon,15.836666666666666,1.0,0.0,3.0,3.0
606,0.5951975832855609,404,0.012932,0.362292,453,Non_classe,0.0,0.0,0.0,5.0,0.0
663,0.5951975832855609,404,0.012932,0.362292,453,Non_classe,0.0,0.0,0.0,5.0,0.0
337,0.5951975832855609,404,0.012932,0.362292,453,Non_classe,0.0,0.0,0.0,5.0,0.0
378,0.5951975832855609,404,0.012932,0.362292,453,Non_classe,0.0,0.0,0.0,5.0,0.0
461,0.5951975832855609,404,0.012932,0.362292,453,Non_classe,0.0,0.0,0.0,5.0,0.0
460,0.5951975832855609,404,0.012932,0.362292,453,Non_classe,0.0,0.0,0.0,5.0,0.0
20,0.5951975832855609,404,0.012932,0.362292,453,Non_classe,0.0,0.0,0.0,5.0,0.0
782,0.5951975832855609,404,0.012932,0.362292,453,Non_classe,0.0,0.0,0.0,5.0,0.0
206,0.5938111780675279,412,0.066352,0.382828,404,Bon,15.201,1.0,0.0,3.0,3.0
238,0.5925806635873002,413,0.066352,0.382089,405,Bon,15.01,1.0,0.0,3.0,3.0
234,0.5879801143933171,414,0.12529,0.402904,337,Bon,12.97,2.0,0.0,3.0,3.0
505,0.5857389983241859,415,0.066352,0.377984,422,Bon,14.0,1.0,0.0,3.0,3.0
792,0.5857389983241859,415,0.066352,0.377984,422,Bon,14.0,1.0,0.0,3.0,3.0
508,0.585032201654723,417,0.066352,0.37756,424,Bon,13.9,1.0,0.0,3.0,3.0
666,0.5842131159541657,418,0.066352,0.377069,428,Bon,13.785,1.0,0.0,3.0,3.0
348,0.583783722639897,419,0.108098,0.393509,370,Bon,12.41,2.0,0.0,3.0,3.0
85,0.5836537886279841,420,0.066352,0.376733,431,Bon,13.707,1.0,0.0,3.0,3.0
219,0.5835602733184665,421,0.066352,0.376677,433,Bon,13.694,1.0,0.0,3.0,3.0
220,0.5826640953102175,422,0.066352,0.376139,435,Bon,13.57,1.0,0.0,3.0,3.0
161,0.5806869803274068,423,0.07182,0.37714,426,Bon,13.3,1.0,0.0,3.0,3.0
11,0.5800425485701536,424,0.096794,0.386743,385,Bon,13.213,1.0,0.0,3.0,3.0
247,0.5790555972173281,425,0.096542,0.38605,390,Bon,13.080666666666666,1.0,0.0,3.0,3.0
624,0.5781407177893457,426,0.109162,0.390549,373,Bon,14.81,0.0,0.0,3.0,3.0
668,0.5781336145397571,427,0.096542,0.385497,392,Bon,12.958,1.0,0.0,3.0,3.0
106,0.5771914331976349,428,0.109162,0.38998,374,Bon,14.666666666666666,0.0,0.0,3.0,3.0
23,0.5769469589569611,429,0.109162,0.389833,375,Bon,14.63,0.0,0.0,3.0,3.0
183,0.5767865813039886,430,0.109162,0.389737,376,Bon,14.606,0.0,0.0,3.0,3.0
350,0.5767464427088769,431,0.109162,0.389713,377,Bon,14.6,0.0,0.0,3.0,3.0
101,0.5766312794069743,432,0.1038,0.387499,381,Bon,12.76,1.0,0.0,3.0,3.0
294,0.5759427537533806,433,0.109376,0.389316,378,Bon,12.67,1.0,0.0,3.0,3.0
259,0.5758660366098278,434,0.074465,0.375306,438,Bon,12.66,1.0,0.0,3.0,3.0
534,0.5757892768711651,435,0.074465,0.37526,439,Bon,12.65,1.0,0.0,3.0,3.0
173,0.5750193526736378,436,0.061738,0.369707,443,Bon,12.55,1.0,0.0,3.0,3.0
533,0.57421463304825,437,0.109162,0.388194,380,Bon,14.226666666666668,0.0,0.0,3.0,3.0
76,0.5736230060639007,438,0.061738,0.368869,444,Bon,12.37,1.0,0.0,3.0,3.0
214,0.5726452196567197,439,0.102561,0.384612,397,Bon,14.0,0.0,0.0,3.0,3.0
232,0.5723393540768428,440,0.061738,0.368099,445,Bon,12.206,1.0,0.0,3.0,3.0
513,0.5716027722389349,441,0.061738,0.367657,446,Bon,12.1125,1.0,0.0,3.0,3.0
755,0.5707358686193433,442,0.061738,0.367137,447,Bon,12.003,1.0,0.0,3.0,3.0
586,0.5707120538109469,443,0.061738,0.367122,448,Bon,12.0,1.0,0.0,3.0,3.0
77,0.5707120538109469,443,0.061738,0.367122,448,Bon,12.0,1.0,0.0,3.0,3.0
